,Make,Model,Price (£),Mileage,Registration Year,Registration Month,Gearbox,Fuel Type,N of Owners
1597,Volkswagen,Polo,13150,25259,2018,9,Manual,Petrol,1
1598,Volkswagen,Polo,13150,25259,2018,9,Manual,Petrol,1
1599,Ford,Fiesta,13150,4605,2020,7,Manual,Petrol,1
1600,Ford,Focus,13150,15126,2017,9,Automatic,Petrol,1
1601,Ford,Fiesta,13150,15212,2020,11,Manual,Petrol,1
1602,Mazda,CX-3,13150,29221,2017,6,Manual,Diesel,3
1603,Abarth,595C,13150,19375,2018,11,Manual,Petrol,1
1604,Seat,Arona,13150,36364,2019,5,Manual,Petrol,1
1605,Ssangyong,Turismo,13150,51764,2018,3,Manual,Diesel,1
1606,Vauxhall,Mokka X,13150,12979,2018,11,Automatic,Petrol,1
1607,Kia,Sportage,13150,49764,2018,7,Manual,Diesel,3
1608,Seat,Ibiza,13150,9775,2019,6,Manual,Petrol,3
1609,Skoda,Fabia,13150,22520,2018,10,Manual,Petrol,4
1610,Vauxhall,Insignia,13200,34050,2019,9,Manual,Diesel,1
1611,Volkswagen,Polo,13200,44313,2015,4,Manual,Petrol,3
1612,Nissan,Qashqai,13200,19790,2016,4,Manual,Petrol,2
1613,Mini,Hatch,13200,48910,2016,11,Automatic,Diesel,3
1614,Nissan,Qashqai,13200,35374,2018,12,Manual,Petrol,1
1615,Ford,EcoSport,13200,34968,2018,6,Manual,Petrol,3
1616,Mini,Hatch,13200,60552,2016,7,Automatic,Diesel,2
1617,Ford,Kuga,13200,49539,2016,9,Manual,Diesel,2
1618,Ford,Focus,13200,25164,2018,3,Manual,Petrol,2
1619,Ford,Kuga,13200,34564,2018,7,Manual,Diesel,2
1620,Hyundai,TUCSON,13200,30952,2017,4,Manual,Petrol,2
1621,Ford,Fiesta,13200,21766,2020,9,Manual,Petrol,1
1622,Toyota,Yaris,13200,23996,2019,1,Automatic,Petrol,n/a
1623,Vauxhall,Mokka X,13200,29037,2018,8,Automatic,Petrol,1
1624,Renault,Kadjar,13200,60831,2020,3,Manual,Petrol,1
1625,Volkswagen,Golf,13200,61890,2020,1,Manual,Diesel,1
1626,Fiat,500,13200,1667,2022,3,Manual,Petrol,n/a
1627,Seat,Ibiza,13200,18887,2019,6,Manual,Petrol,1
1628,Vauxhall,Mokka X,13200,26296,2018,4,Automatic,Petrol,1
1629,Kia,Rio,13200,8123,2020,9,Manual,Petrol,1
1630,Volkswagen,Polo,13200,23738,2019,1,Manual,Diesel,2
1631,Ford,Fiesta,13200,14973,2020,8,Manual,Petrol,1
1632,Vauxhall,Grandland X,13200,47675,2018,10,Manual,Petrol,3
1633,BMW,1 Series,13200,29901,2016,11,Manual,Petrol,3
1634,Ford,Kuga,13200,36846,2016,11,Manual,Diesel,3
1635,MG,GS,13200,34320,2018,8,Automatic,Petrol,4
1636,Renault,Kadjar,13250,28368,2018,4,Manual,Petrol,1
1637,Vauxhall,Astra,13250,31582,2017,12,Automatic,Petrol,2
1638,Renault,Captur,13250,32075,2018,10,Automatic,Diesel,1
1639,Nissan,Qashqai,13250,50980,2018,7,Manual,Diesel,2
1640,Mazda,MX-5,13250,28268,2016,9,Manual,Petrol,2
1641,Ford,Focus,13250,23216,2018,3,Automatic,Petrol,1
1642,Ford,Fiesta,13250,19608,2019,3,Manual,Petrol,2
1643,Ford,Fiesta,13250,25494,2018,9,Automatic,Petrol,1
1644,Mini,Hatch,13250,32680,2015,9,Automatic,Petrol,2
1645,Mini,Hatch,13250,32680,2015,9,Automatic,Petrol,2
1646,Vauxhall,Corsa,13250,6000,2018,8,Automatic,Petrol,1
1647,Nissan,Qashqai,13250,31942,2017,1,Manual,Diesel,2
1648,Ford,Fiesta,13250,15646,2017,4,Automatic,Petrol,2
1649,Seat,Arona,13250,36640,2019,5,Manual,Petrol,1
1650,Nissan,X-Trail,13250,40544,2018,7,Manual,Diesel,2
1651,Vauxhall,Mokka X,13250,13488,2018,8,Automatic,Petrol,1
1652,Vauxhall,Mokka X,13250,8728,2018,7,Automatic,Petrol,1
1653,Mazda,Mazda2,13250,5972,2021,5,Manual,Petrol,n/a
1654,Vauxhall,Insignia,13250,56334,2019,5,Automatic,Petrol,1
1655,BMW,1 Series,13250,54680,2015,12,Automatic,Diesel,4
1656,Vauxhall,Corsa,13300,20302,2021,6,Manual,Petrol,1
1657,Peugeot,208,13300,2577,2016,12,Automatic,Petrol,3
1658,Vauxhall,Corsa,13300,18443,2020,6,Manual,Petrol,1
1659,Citroen,Grand C4 Picasso,13300,39802,2017,5,Manual,Diesel,3
1660,Nissan,Juke,13300,27479,2017,6,Automatic,Petrol,2
1661,Mini,Hatch,13300,32953,2015,12,Manual,Petrol,3
1662,Ford,Fiesta,13300,46266,2019,8,Automatic,Petrol,1
1663,Nissan,X-Trail,13300,57272,2016,10,Manual,Petrol,2
1664,Nissan,Leaf,13300,41832,2017,11,Automatic,Electric,n/a
1665,Audi,A1,13300,31536,2015,12,Manual,Petrol,2
1666,Ford,Fiesta,13300,15704,2020,10,Manual,Petrol,1
1667,Nissan,X-Trail,13300,62676,2016,3,Manual,Diesel,4
1668,Seat,Arona,13300,35862,2019,6,Manual,Petrol,1
1669,Audi,A1,13300,25451,2018,7,Manual,Petrol,1
1670,Ford,Kuga,13300,41740,2018,1,Manual,Diesel,1
1671,Ford,Fiesta,13300,34108,2021,3,Manual,Petrol,1
1672,Ford,Fiesta,13300,9475,2019,7,Manual,Petrol,1
1673,Jeep,Compass,13300,43884,2018,5,Manual,Petrol,2
1674,Vauxhall,Mokka X,13300,36089,2016,9,Automatic,Petrol,4
1675,Renault,Captur,13300,13167,2018,9,Manual,Petrol,1
1676,Vauxhall,Grandland X,13350,31175,2019,1,Manual,Petrol,1
1677,Ford,Fiesta,13350,5338,2018,9,Manual,Petrol,1
1678,Seat,Ibiza,13350,25682,2017,12,Manual,Petrol,2
1679,Renault,Kadjar,13350,50457,2016,11,Automatic,Diesel,2
1680,Vauxhall,Insignia,13350,57908,2018,9,Manual,Diesel,2
1681,Kia,Sportage,13350,79896,2018,2,Automatic,Diesel,1
1682,Ford,Fiesta,13350,17552,2020,10,Manual,Petrol,1
1683,Seat,Arona,13350,36997,2019,6,Manual,Petrol,1
1684,Volkswagen,Golf,13350,38307,2016,12,Manual,Diesel,2
1685,Fiat,500,13350,1114,2018,4,Automatic,Petrol,1
1686,Ford,Fiesta,13350,15574,2020,9,Manual,Petrol,1
1687,Vauxhall,Corsa,13350,6156,2018,12,Automatic,Petrol,1
1688,BMW,1 Series,13350,38605,2017,11,Manual,Petrol,2
1689,Kia,Sportage,13350,54242,2016,3,Automatic,Diesel,2
1690,Renault,Clio,13350,4473,2020,9,Manual,Petrol,2
1691,Ford,EcoSport,13350,13216,2019,9,Manual,Petrol,1
1692,Ford,Fiesta,13350,19257,2020,8,Manual,Petrol,1
1693,Vauxhall,Grandland X,13350,37451,2018,9,Manual,Diesel,2
1694,Ford,Fiesta,13350,8427,2019,2,Manual,Petrol,3
1695,Vauxhall,Corsa,13350,7913,2021,9,Manual,Petrol,1
1696,Mazda,Mazda3,13400,39787,2017,3,Manual,Petrol,2
1697,Vauxhall,Crossland X,13400,5852,2019,3,Manual,Petrol,1
1698,Vauxhall,Insignia,13400,61551,2019,3,Manual,Diesel,1
1699,Vauxhall,Corsa,13400,6658,2020,7,Manual,Petrol,1
1700,Citroen,Berlingo,13400,25514,2016,3,Automatic,Diesel,2
1701,Volkswagen,Golf,13400,36262,2017,10,Manual,Diesel,1
1702,Ford,Fiesta,13400,16457,2020,11,Manual,Petrol,1
1703,Ford,Fiesta,13400,16555,2020,10,Manual,Petrol,1
1704,Ford,Fiesta,13400,16672,2020,10,Manual,Petrol,1
1705,Mazda,CX-5,13400,90367,2019,11,Manual,Diesel,1
1706,Renault,Captur,13400,40868,2019,11,Automatic,Petrol,1
1707,Seat,Arona,13400,33559,2019,6,Manual,Petrol,1
1708,Nissan,Qashqai,13400,32057,2019,3,Manual,Diesel,1
1709,Vauxhall,Mokka X,13400,28514,2019,2,Automatic,Petrol,1
1710,Volkswagen,Golf,13400,37669,2018,10,Manual,Diesel,2
1711,Vauxhall,Mokka X,13400,15159,2019,7,Automatic,Petrol,1
1712,Vauxhall,Mokka X,13400,18042,2019,3,Automatic,Petrol,1
1713,Mini,Hatch,13400,25133,2019,3,Manual,Petrol,1
1714,Ford,Fiesta,13400,12176,2020,8,Manual,Petrol,1
1715,Ford,Fiesta,13400,11164,2020,8,Manual,Petrol,1
1716,Fiat,500,13400,444,2022,6,Manual,Petrol,n/a
1717,Mercedes-Benz,A Class,13400,53504,2016,12,Manual,Diesel,3
1718,Volkswagen,Polo,13400,14117,2016,6,Manual,Petrol,2
1719,Fiat,500C,13400,2065,2020,6,Manual,Petrol,1
1720,Volkswagen,Polo,13450,53319,2016,4,Manual,Petrol,2
1721,Vauxhall,Zafira Tourer,13450,35614,2018,5,Manual,Petrol,1
1722,Ford,Fiesta,13450,43470,2018,10,Automatic,Petrol,1
1723,Nissan,Qashqai,13450,44023,2019,6,Manual,Petrol,1
1724,Fiat,500,13450,7329,2021,10,Manual,Petrol,n/a
1725,Ford,Focus,13450,29580,2018,3,Manual,Petrol,2
1726,Vauxhall,Mokka X,13450,10863,2017,7,Automatic,Petrol,2
1727,Toyota,Avensis,13450,38693,2018,3,Manual,Diesel,1
1728,Ford,Fiesta,13450,37616,2021,8,Manual,Petrol,1
1729,Ford,Fiesta,13450,33823,2021,6,Manual,Petrol,1
1730,Ford,Fiesta,13450,33767,2021,6,Manual,Petrol,1
1731,Ford,Fiesta,13450,32245,2021,3,Manual,Petrol,1
1732,Renault,Kadjar,13450,61337,2020,9,Manual,Petrol,1
1733,Ford,Fiesta,13450,7670,2019,7,Manual,Petrol,1
1734,Seat,Arona,13450,29753,2019,5,Manual,Petrol,1
1735,Peugeot,308,13450,20407,2021,7,Manual,Petrol,1
1736,Ford,EcoSport,13450,11568,2019,8,Manual,Petrol,1
1737,Mini,Convertible,13450,30303,2019,3,Manual,Petrol,1
1738,Volkswagen,Polo,13450,22761,2018,11,Manual,Petrol,2
1739,Ford,Fiesta,13450,35224,2021,3,Manual,Petrol,2
1740,Kia,Venga,13450,11095,2019,3,Automatic,Petrol,3
1741,Ford,Kuga,13450,15494,2018,11,Manual,Diesel,3
1742,Mini,Hatch,13500,40259,2018,3,Manual,Petrol,1
1743,Renault,Kadjar,13500,40463,2017,3,Automatic,Diesel,2
1744,Peugeot,308 SW,13500,23880,2017,1,Manual,Petrol,3
1745,Kia,Sportage,13500,30613,2018,4,Manual,Petrol,1
1746,Ford,Kuga,13500,41221,2017,12,Manual,Diesel,2
1747,Ford,Focus,13500,22024,2018,7,Automatic,Petrol,3
1748,Fiat,Panda,13500,13419,2021,2,Manual,Petrol,1
1749,Volkswagen,Golf,13500,53530,2019,2,Manual,Diesel,1
1750,Audi,A1,13500,64338,2016,7,Manual,Petrol,4
1751,Nissan,Qashqai,13500,40375,2018,7,Manual,Petrol,2
1752,Fiat,Panda,13500,14708,2020,3,Manual,Petrol,1
1753,Smart,forfour,13500,15740,2018,11,Automatic,Electric,n/a
1754,Hyundai,ix20,13500,7828,2018,1,Automatic,Petrol,1
1755,Ford,Fiesta,13500,14783,2020,11,Manual,Petrol,1
1756,Seat,Arona,13500,27522,2021,5,Manual,Petrol,1
1757,Nissan,Qashqai,13500,42850,2018,5,Manual,Diesel,1
1758,Ford,Fiesta,13500,10412,2019,3,Manual,Petrol,1
1759,Vauxhall,Combo Life,13500,40360,2019,9,Manual,Petrol,1
1760,Ford,EcoSport,13500,19130,2017,4,Automatic,Diesel,2
1761,Peugeot,2008,13500,22409,2019,6,Manual,Petrol,2
1762,Audi,A1,13500,34307,2016,10,Manual,Petrol,4
1763,Ford,Kuga,13550,63617,2017,7,Automatic,Diesel,1
1764,Ford,Fiesta,13550,36130,2019,8,Manual,Petrol,1
1765,BMW,2 Series Active Tourer,13550,34980,2018,7,Manual,Petrol,1
1766,Nissan,Micra,13550,18303,2019,9,Manual,Petrol,1
1767,Ford,C-Max,13550,29009,2016,11,Automatic,Diesel,2
1768,Renault,Kadjar,13550,35639,2017,9,Manual,Petrol,2
1769,Seat,Leon,13550,32676,2018,12,Manual,Petrol,2
1770,Vauxhall,Astra,13550,13446,2019,7,Manual,Petrol,1
1771,Nissan,Leaf,13550,19359,2016,4,Automatic,Electric,n/a
1772,Volkswagen,Golf,13550,33740,2017,10,Manual,Diesel,1
1773,Ford,Fiesta,13550,26101,2020,11,Manual,Petrol,1
1774,Volkswagen,Golf,13550,59795,2020,2,Manual,Diesel,1
1775,Vauxhall,Corsa,13550,1797,2018,11,Automatic,Petrol,1
1776,Nissan,Qashqai,13550,63637,2019,5,Manual,Petrol,1
1777,Fiat,500,13550,1655,2022,4,Manual,Petrol,n/a
1778,Audi,A1,13550,24798,2018,10,Manual,Petrol,1
1779,Volkswagen,Polo,13550,14198,2019,3,Manual,Petrol,2
1780,Audi,A1,13550,17254,2017,8,Manual,Petrol,2
1781,Vauxhall,Insignia,13550,49612,2019,1,Automatic,Petrol,2
1782,Mini,Hatch,13550,51014,2017,3,Automatic,Petrol,2
1783,Volkswagen,Golf,13600,44155,2017,10,Manual,Diesel,1
1784,Volkswagen,Golf,13600,35879,2019,4,Manual,Petrol,2
1785,Peugeot,308,13600,31079,2020,2,Manual,Petrol,1
1786,Nissan,Qashqai,13600,57540,2016,7,Automatic,Petrol,3
1787,Vauxhall,Crossland X,13600,11061,2020,6,Manual,Petrol,1
1788,Vauxhall,Astra,13600,5839,2017,6,Automatic,Petrol,1
1789,Seat,Arona,13600,32866,2019,5,Manual,Petrol,1
1790,Volkswagen,Polo,13600,31663,2019,11,Manual,Petrol,1
1791,Fiat,500,13600,18777,2019,11,Automatic,Petrol,1
1792,Seat,Ibiza,13600,17784,2019,3,Manual,Petrol,1
1793,Toyota,Yaris,13600,52150,2019,1,Automatic,Petrol,n/a
1794,Vauxhall,Insignia,13600,57536,2019,3,Automatic,Petrol,1
1795,Mini,Hatch,13600,30370,2019,3,Manual,Petrol,1
1796,Vauxhall,Mokka X,13600,15192,2019,1,Automatic,Petrol,1
1797,BMW,1 Series,13600,52710,2017,12,Manual,Petrol,2
1798,Nissan,Qashqai,13600,29440,2019,9,Manual,Petrol,1
1799,Vauxhall,Mokka X,13600,27566,2019,3,Automatic,Petrol,1
1800,Ford,Kuga,13600,44063,2019,3,Manual,Petrol,1
1801,Vauxhall,Mokka X,13600,20130,2019,6,Automatic,Petrol,1
1802,Volvo,V40,13600,37045,2016,3,Automatic,Diesel,4
1803,Volkswagen,Polo,13600,8422,2020,1,Manual,Petrol,2
1804,Volkswagen,Polo,13600,17406,2018,9,Manual,Petrol,2
1805,Toyota,Yaris,13650,2101,2019,11,Manual,Petrol,2
1806,Vauxhall,Astra GTC,13650,3745,2017,7,Automatic,Petrol,1
1807,Volvo,V40,13650,32555,2016,3,Manual,Diesel,1
1808,Nissan,Qashqai,13650,44151,2017,6,Manual,Diesel,2
1809,BMW,2 Series,13650,27287,2016,2,Manual,Petrol,1
1810,Vauxhall,Insignia,13650,62002,2019,3,Automatic,Petrol,1
1811,Ford,Fiesta,13650,12585,2020,3,Manual,Petrol,1
1812,Seat,Arona,13650,29205,2019,5,Manual,Petrol,1
1813,Vauxhall,Crossland X,13650,10257,2020,11,Manual,Petrol,3
1814,Seat,Arona,13650,26812,2019,5,Manual,Petrol,1
1815,Mini,Hatch,13650,28447,2019,3,Manual,Petrol,1
1816,Nissan,Qashqai,13650,26297,2019,4,Manual,Diesel,1
1817,Peugeot,208,13650,16067,2019,4,Automatic,Petrol,2
1818,Vauxhall,Mokka X,13650,9826,2018,9,Automatic,Petrol,1
1819,Ssangyong,Korando,13650,17044,2017,7,Automatic,Diesel,1
1820,Kia,Venga,13650,16683,2019,6,Automatic,Petrol,2
1821,Vauxhall,Mokka X,13650,5009,2018,11,Automatic,Petrol,1
1822,Kia,Picanto,13650,4892,2019,4,Automatic,Petrol,1
1823,Kia,Sportage,13650,38793,2017,11,Manual,Petrol,2
1824,Audi,A1,13650,20752,2017,9,Manual,Petrol,4
1825,Abarth,595C,13650,16779,2018,9,Manual,Petrol,3
1826,Nissan,Leaf,13650,38497,2016,11,Automatic,Electric,n/a
1827,Vauxhall,Corsa,13650,3168,2021,9,Manual,Petrol,1
1828,Mazda,Mazda3,13700,20755,2017,2,Automatic,Petrol,2
1829,Seat,Arona,13700,17979,2019,6,Manual,Petrol,1
1830,Hyundai,TUCSON,13700,36771,2017,7,Manual,Diesel,2
1831,Nissan,Qashqai,13700,22173,2018,3,Manual,Petrol,2
1832,Vauxhall,Grandland X,13700,22419,2018,8,Manual,Petrol,1
1833,Volkswagen,Golf,13700,26684,2016,6,Manual,Diesel,2
1834,Seat,Ibiza,13700,32174,2018,3,Manual,Petrol,2
1835,Renault,Kadjar,13700,17868,2017,10,Manual,Petrol,2
1836,Renault,Zoe,13700,49344,2018,8,Automatic,Electric,n/a
1837,Ford,EcoSport,13700,41813,2018,11,Automatic,Petrol,1
1838,BMW,X1,13700,50945,2015,11,Manual,Diesel,1
1839,Volkswagen,Polo,13700,49650,2019,3,Automatic,Petrol,1
1840,Vauxhall,Mokka X,13700,7729,2018,6,Automatic,Petrol,1
1841,Ford,Fiesta,13700,22908,2020,8,Manual,Petrol,1
1842,Kia,Venga,13700,17980,2019,6,Automatic,Petrol,1
1843,Vauxhall,Insignia,13700,56356,2019,5,Automatic,Petrol,1
1844,Vauxhall,Grandland X,13700,38943,2019,5,Manual,Petrol,1
1845,Mitsubishi,Eclipse Cross,13700,15719,2019,6,Manual,Petrol,1
1846,Ford,Fiesta,13700,23498,2020,8,Manual,Petrol,1
1847,Ford,Fiesta,13700,21610,2020,12,Manual,Petrol,1
1848,Ford,Fiesta,13700,28913,2021,3,Manual,Petrol,1
1849,Mini,Hatch,13700,13883,2018,10,Manual,Petrol,1
1850,Ford,Fiesta,13700,19365,2019,3,Manual,Petrol,2
1851,Vauxhall,Mokka X,13700,12547,2019,3,Automatic,Petrol,1
1852,Mercedes-Benz,A Class,13700,28264,2016,7,Automatic,Diesel,4
1853,Peugeot,208,13700,32516,2021,4,Manual,Petrol,1
1854,Fiat,124 Spider,13700,18471,2018,3,Manual,Petrol,3
1855,Volvo,V40,13700,38306,2019,7,Manual,Diesel,3
1856,Volkswagen,Golf,13700,45087,2016,9,Manual,Diesel,4
1857,Ford,Focus,13750,54956,2019,2,Manual,Petrol,1
1858,Skoda,Rapid Spaceback,13750,7796,2018,7,Automatic,Petrol,2
1859,Nissan,Qashqai,13750,39222,2018,6,Manual,Petrol,3
1860,Ford,EcoSport,13750,8323,2017,9,Automatic,Petrol,1
1861,Vauxhall,Combo Life,13750,33081,2019,3,Manual,Petrol,1
1862,Mini,Hatch,13750,13167,2019,7,Manual,Petrol,2
1863,Kia,Venga,13750,17463,2019,2,Automatic,Petrol,1
1864,Renault,Clio,13750,10507,2018,2,Automatic,Petrol,1
1865,Nissan,Qashqai,13750,30095,2019,11,Manual,Diesel,1
1866,Seat,Arona,13750,29810,2019,7,Manual,Petrol,1
1867,Volkswagen,Golf,13750,52682,2019,11,Manual,Petrol,1
1868,Vauxhall,Mokka X,13750,12257,2018,2,Automatic,Petrol,1
1869,Ford,EcoSport,13750,9944,2019,8,Manual,Petrol,1
1870,Seat,Ibiza,13750,12062,2019,3,Manual,Petrol,1
1871,Mini,Clubman,13750,54866,2019,5,Manual,Petrol,1
1872,Seat,Ateca,13750,26656,2018,9,Manual,Petrol,1
1873,Volkswagen,Scirocco,13750,31004,2016,6,Manual,Petrol,3
1874,Nissan,X-Trail,13800,61074,2015,12,Automatic,Diesel,2
1875,Vauxhall,Mokka,13800,12517,2016,9,Automatic,Petrol,3
1876,Mercedes-Benz,A Class,13800,59023,2016,3,Automatic,Diesel,3
1877,Audi,A4,13800,62471,2018,4,Manual,Petrol,1
1878,Mitsubishi,Eclipse Cross,13800,35758,2018,3,Manual,Petrol,1
1879,Toyota,Yaris,13800,10411,2018,8,Automatic,Petrol,2
1880,Vauxhall,Insignia,13800,39222,2017,11,Automatic,Diesel,2
1881,Volkswagen,Golf,13800,30057,2017,11,Manual,Diesel,1
1882,Ford,Fiesta,13800,26224,2020,9,Manual,Petrol,1
1883,BMW,X1,13800,49044,2016,7,Manual,Diesel,3
1884,Nissan,Qashqai,13800,35318,2019,12,Manual,Petrol,1
1885,Vauxhall,Mokka X,13800,34781,2019,5,Automatic,Petrol,1
1886,Infiniti,Q70,13800,43877,2017,3,Automatic,Diesel,3
1887,Ford,Kuga,13800,38603,2019,1,Manual,Diesel,1
1888,Vauxhall,Corsa,13800,2664,2019,7,Automatic,Petrol,1
1889,Ford,Fiesta,13800,21890,2020,8,Manual,Petrol,1
1890,Nissan,Qashqai,13800,23420,2018,3,Manual,Petrol,1
1891,Ford,EcoSport,13800,49587,2019,5,Automatic,Petrol,1
1892,Smart,fortwo,13800,28257,2017,8,Automatic,Petrol,2
1893,Mini,Convertible,13800,47762,2019,4,Manual,Petrol,1
1894,Nissan,Qashqai,13800,25013,2016,3,Automatic,Petrol,4
1895,Ford,Kuga,13800,48900,2017,10,Manual,Petrol,2
1896,Vauxhall,Astra,13850,33269,2018,6,Automatic,Petrol,2
1897,Ford,Mondeo,13850,35872,2017,3,Manual,Diesel,2
1898,Mazda,Mazda3,13850,19055,2018,4,Manual,Petrol,1
1899,Mercedes-Benz,B Class,13850,50288,2017,5,Automatic,Diesel,4
1900,Jaguar,XF,13850,59775,2015,6,Automatic,Diesel,2
1901,Peugeot,308,13850,32453,2021,7,Manual,Petrol,1
1902,BMW,3 Series,13850,34169,2016,3,Manual,Diesel,2
1903,Volkswagen,Polo,13850,21266,2018,6,Manual,Petrol,2
1904,Ford,Fiesta,13850,15191,2019,4,Manual,Petrol,2
1905,Nissan,Qashqai,13850,38113,2018,7,Manual,Petrol,1
1906,Audi,A3,13850,51292,2017,5,Manual,Petrol,2
1907,Volkswagen,Polo,13850,24665,2019,6,Manual,Petrol,3
1908,Ford,Fiesta,13850,29385,2021,6,Manual,Petrol,1
1909,Toyota,Yaris,13850,4724,2020,3,Manual,Petrol,2
1910,Ford,Fiesta,13850,20661,2020,8,Manual,Petrol,1
1911,Ford,Fiesta,13850,22589,2020,9,Manual,Petrol,1
1912,Nissan,Qashqai,13850,30873,2019,4,Manual,Petrol,3
1913,Vauxhall,Grandland X,13850,6865,2019,5,Manual,Petrol,1
1914,Ford,EcoSport,13850,19599,2019,10,Manual,Petrol,1
1915,Ford,EcoSport,13850,17840,2019,5,Manual,Petrol,1
1916,Nissan,Qashqai,13850,30833,2019,4,Manual,Diesel,3
1917,Ford,Fiesta,13850,15032,2020,9,Manual,Petrol,2
1918,Nissan,Juke,13850,11501,2018,3,Automatic,Petrol,3
1919,Vauxhall,Mokka X,13900,19250,2016,11,Automatic,Petrol,3
1920,Seat,Leon,13900,39588,2018,5,Manual,Petrol,2
1921,Ford,Kuga,13900,40988,2016,9,Manual,Diesel,2
1922,Mini,Clubman,13900,45247,2017,3,Manual,Diesel,2
1923,Nissan,X-Trail,13900,30097,2015,9,Manual,Diesel,4
1924,Kia,Optima,13900,34294,2017,11,Manual,Diesel,3
1925,Skoda,Octavia,13900,60007,2018,3,Manual,Diesel,1
1926,Toyota,Yaris,13900,43460,2017,2,Automatic,Hybrid,2
1927,Renault,Kadjar,13900,11878,2018,12,Manual,Petrol,2
1928,Kia,Stonic,13900,23472,2018,11,Manual,Petrol,2
1929,Ford,Kuga,13900,52383,2016,10,Automatic,Diesel,2
1930,Ford,Focus,13900,43261,2019,11,Manual,Petrol,1
1931,Nissan,Qashqai,13900,18965,2017,9,Manual,Petrol,2
1932,Vauxhall,Corsa,13900,14202,2020,10,Manual,Petrol,2
1933,Ford,EcoSport,13900,16586,2019,6,Manual,Petrol,1
1934,Mini,Hatch,13900,21252,2019,3,Manual,Petrol,1
1935,Ford,EcoSport,13900,12346,2019,6,Manual,Petrol,1
1936,Ford,EcoSport,13900,17009,2019,7,Manual,Diesel,1
1937,Ford,EcoSport,13900,13917,2019,8,Manual,Petrol,2
1938,Peugeot,208,13900,57891,2021,9,Manual,Petrol,1
1939,Ford,EcoSport,13900,59075,2019,9,Automatic,Petrol,1
1940,Toyota,Yaris,13900,37142,2018,6,Automatic,Hybrid,n/a
1941,Nissan,X-Trail,13900,58169,2018,3,Automatic,Diesel,2
1942,Suzuki,Vitara,13950,28856,2017,6,Automatic,Petrol,3
1943,Volkswagen,Polo,13950,16789,2019,2,Manual,Petrol,2
1944,Nissan,Qashqai,13950,30867,2019,4,Manual,Diesel,1
1945,Nissan,Qashqai,13950,30482,2019,5,Manual,Diesel,1
1946,Volvo,V60,13950,55993,2017,9,Manual,Diesel,2
1947,BMW,1 Series,13950,31258,2017,11,Manual,Petrol,2
1948,Mini,Hatch,13950,21756,2019,1,Manual,Petrol,1
1949,Mini,Hatch,13950,16979,2018,12,Manual,Petrol,1
1950,Ford,Fiesta,13950,20666,2020,9,Manual,Petrol,1
1951,Ford,Fiesta,13950,20790,2020,9,Manual,Petrol,1
1952,Jaguar,XE,13950,44233,2016,10,Manual,Diesel,2
1953,Mini,Hatch,13950,7283,2018,6,Manual,Petrol,1
1954,Vauxhall,Grandland X,13950,30984,2018,9,Manual,Petrol,2
1955,Nissan,X-Trail,13950,44000,2017,3,Manual,Diesel,2
1956,Ford,Fiesta,13950,13865,2020,9,Manual,Petrol,1
1957,Ford,Kuga,13950,14433,2019,5,Manual,Diesel,1
1958,Mitsubishi,Outlander,13950,52068,2016,7,Manual,Diesel,3
1959,Ford,Focus,13950,40066,2018,10,Manual,Diesel,2
1960,Ford,Fiesta,13950,3868,2020,6,Manual,Petrol,2
1961,Ford,Galaxy,13950,68923,2015,12,Automatic,Diesel,3
1962,Ford,Fiesta,13950,14420,2021,5,Manual,Petrol,1
1963,Nissan,X-Trail,13950,46259,2017,8,Automatic,Diesel,2
1964,Honda,HR-V,13950,23311,2018,1,Manual,Petrol,4
1965,Seat,Ateca,14000,53651,2018,4,Manual,Diesel,2
1966,Smart,forfour,14000,17575,2020,6,Automatic,Electric,n/a
1967,Honda,Jazz,14000,5551,2017,7,Automatic,Petrol,n/a
1968,Volkswagen,Polo,14000,25607,2019,8,Manual,Petrol,1
1969,Vauxhall,Insignia,14000,58208,2019,3,Manual,Diesel,1
1970,Ford,Fiesta,14000,18182,2020,8,Manual,Diesel,1
1971,Peugeot,3008,14000,56835,2017,9,Manual,Diesel,2
1972,Vauxhall,Crossland X,14000,32361,2020,9,Automatic,Petrol,1
1973,Citroen,Grand C4 Picasso,14000,51429,2018,3,Manual,Diesel,2
1974,Vauxhall,Crossland X,14000,32361,2020,9,Automatic,Petrol,1
1975,Citroen,Grand C4 Picasso,14000,51429,2018,3,Manual,Diesel,2
1976,Nissan,Micra,14000,628,2020,7,Manual,Petrol,1
1977,Mini,Hatch,14000,29576,2020,2,Manual,Petrol,1
1978,Ford,Fiesta,14000,21708,2020,8,Manual,Petrol,1
1979,Peugeot,Partner Tepee,14000,13705,2018,8,Automatic,Diesel,2
1980,Renault,Kadjar,14000,19601,2018,9,Manual,Petrol,1
1981,Volkswagen,Golf,14000,50756,2019,12,Manual,Petrol,2
1982,Mazda,Mazda6,14000,36307,2017,10,Manual,Diesel,2
1983,Ford,Focus,14000,62063,2020,8,Manual,Petrol,1
1984,Nissan,Juke,14000,4629,2018,6,Automatic,Petrol,3
1985,Vauxhall,Grandland X,14000,11346,2018,9,Manual,Petrol,1
1986,Fiat,500,14050,3628,2021,5,Manual,Petrol,n/a
1987,Volkswagen,Polo,14050,28658,2019,6,Manual,Petrol,2
1988,Ford,Focus,14050,39693,2018,10,Manual,Diesel,2
